카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드,latitude,longitude
마더커피,4.46,38,0,대구 동구 동촌로11길 5-22,11:00 - 22:00,0507-1319-6289,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '9', '친절해요': '5', '가성비가 좋아요': '4', '디저트가 맛있어요': '3', '음료가 맛있어요': '3', '특별한 메뉴가 있어요': '3', '대화하기 좋아요': '3', '뷰가 좋아요': '3', '좌석이 편해요': '2', '인테리어가 멋져요': '2', '집중하기 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '매장이 청결해요': '1'}",35.8896461,128.6494522
파센드,4.94,46,18,대구 동구 동촌로3길 38-6,11:00 - 20:00,0504-9920-0001,https://www.instagram.com/passend.coffee,.,NO INFO,"{'커피가 맛있어요': '19', '인테리어가 멋져요': '16', '친절해요': '15', '가성비가 좋아요': '12', '매장이 청결해요': '10', '사진이 잘 나와요': '9', '음료가 맛있어요': '8', '화장실이 깨끗해요': '8', '디저트가 맛있어요': '6', '뷰가 좋아요': '6', '집중하기 좋아요': '5', '좌석이 편해요': '4', '대화하기 좋아요': '4', '특별한 메뉴가 있어요': '3', '주차하기 편해요': '1'}",35.8916633,128.6470501
몬스터 커피 방촌점,4.74,154,0,대구 동구 동촌로42길 1 1층(방촌동),NO INFO,053-261-6971,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '71', '친절해요': '41', '가성비가 좋아요': '34', '음료가 맛있어요': '30', '매장이 청결해요': '12', '디저트가 맛있어요': '8', '대화하기 좋아요': '4', '사진이 잘 나와요': '3', '특별한 메뉴가 있어요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '화장실이 깨끗해요': '1'}",35.8823753,128.6627307
꽃길다방,4.8,37,0,대구 동구 동촌로42길 15,NO INFO,053-983-4799,NO INFO,NO INFO,NO INFO,"{'친절해요': '16', '커피가 맛있어요': '11', '음료가 맛있어요': '10', '대화하기 좋아요': '8', '가성비가 좋아요': '6', '매장이 청결해요': '6', '디저트가 맛있어요': '4', '특별한 메뉴가 있어요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}",35.8819569,128.6625024
초심,0.0,5,1,대구 동구 동촌로42길 19-16,11:00 - 21:00,0507-1415-0914,https://blog.naver.com/hanlove0914,"심관차~ 피부 코막힘 면역력 10g티백1개 10,000원 
혈관차~피순환 면연력10g티백1개 10,000원 
황진이차~독소제거 살빼기 면역력 10g티백1개10,000원 
비트차18,000원 ,비트효소25,000원 쌀식초10,000원 비트짱아찌3,000원 
생강고50,000원 도라지고40,000원 비트고 15,000원 화고버섯차20,000원 화고버섯가루25,000원
겨우살이효소 천궁효소 벌나무효소 화고버섯효소
유심환(남자에게좋은)명심환(여자에게좋은) 천심환 구암고(경옥고효능) 민간건강식품 
평일오전11~오후9시30분 토요일 일요일 국가공휴일은 쉽니다 
예약접수는 가능합니다(010 2881 3383)",NO INFO,{},35.8812082,128.6632627
더리터 방촌점,0.0,277,4,대구 동구 동촌로42길 43 더리터,07:30 - 22:00,0507-1340-2697,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '96', '가성비가 좋아요': '78', '친절해요': '55', '음료가 맛있어요': '31', '디저트가 맛있어요': '9', '인테리어가 멋져요': '6', '매장이 청결해요': '6', '특별한 메뉴가 있어요': '5', '주차하기 편해요': '3', '화장실이 깨끗해요': '3', '좌석이 편해요': '2', '사진이 잘 나와요': '2', '집중하기 좋아요': '2', '대화하기 좋아요': '2'}",35.8808582,128.6617394
쏠레이,0.0,115,13,대구 동구 동촌로46길 12 1층,정기휴무 (매주 목요일),0507-1346-7029,https://www.instagram.com/p/CjHesO0rN-T/?igshid=NDRkN2NkYzU=,"_soleilcoffee_
대구광역시 동구 동촌로 46길 12
분위기 좋고 커피 맛도 좋은 쏠레이 카페 입니다
유료주차장 1시간 무료
OPEN 11: 00AM
CLOSE 10:00PM
Last order 09:30PM",NO INFO,"{'친절해요': '60', '커피가 맛있어요': '52', '매장이 청결해요': '37', '음료가 맛있어요': '33', '가성비가 좋아요': '32', '디저트가 맛있어요': '28', '인테리어가 멋져요': '28', '대화하기 좋아요': '21', '사진이 잘 나와요': '8', '특별한 메뉴가 있어요': '8', '화장실이 깨끗해요': '7', '좌석이 편해요': '6', '집중하기 좋아요': '5', '주차하기 편해요': '4'}",35.8808922,128.6639394
카페오렌지,4.83,29,0,대구 동구 동촌로46길 17 1층,10:00 - 21:00,0507-1394-6402,NO INFO,테라스가있어 반려동물 동반가능해요,NO INFO,"{'커피가 맛있어요': '15', '친절해요': '12', '음료가 맛있어요': '7', '매장이 청결해요': '5', '대화하기 좋아요': '5', '디저트가 맛있어요': '2', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '2', '화장실이 깨끗해요': '2', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1'}",35.8803853,128.6637438
데이지,4.03,36,23,대구 동구 동촌로56길 26,08:30 - 23:00,0507-1405-6226,NO INFO,NO INFO,NO INFO,"{'친절해요': '12', '커피가 맛있어요': '6', '음료가 맛있어요': '3', '가성비가 좋아요': '3', '매장이 청결해요': '2', '좌석이 편해요': '1', '디저트가 맛있어요': '1', '주차하기 편해요': '1', '집중하기 좋아요': '1'}",35.8785736,128.6694149
카페혜화,0.0,46,8,대구 동구 동촌로56길 29 1층 카페혜화,10:30 - 20:30,0507-1380-3837,https://www.instagram.com/cafe_hyehwa,NO INFO,NO INFO,"{'디저트가 맛있어요': '37', '친절해요': '33', '커피가 맛있어요': '23', '매장이 청결해요': '23', '음료가 맛있어요': '21', '가성비가 좋아요': '11', '특별한 메뉴가 있어요': '9', '인테리어가 멋져요': '8', '대화하기 좋아요': '6', '사진이 잘 나와요': '5', '집중하기 좋아요': '3', '좌석이 편해요': '2', '뷰가 좋아요': '2'}",35.8781676,128.6696455
레헴커피,0.0,72,35,대구 동구 동촌로58길 25 1층,NO INFO,0507-1384-0278,NO INFO,"No버터 No우유 No계란 No설탕으로 만드는 속이 편한 우리밀 빵과 스페셜티 커피를 판매하는 레헴 커피입니다. :)
7시 이후에도 빵 구매는 가능 하시니깐 연락주시면 되세요:)",NO INFO,"{'커피가 맛있어요': '43', '친절해요': '42', '빵이 맛있어요': '22', '디저트가 맛있어요': '19', '음료가 맛있어요': '19', '매장이 청결해요': '18', '특별한 메뉴가 있어요': '11', '대화하기 좋아요': '7', '인테리어가 멋져요': '5', '집중하기 좋아요': '5', '사진이 잘 나와요': '4', '가성비가 좋아요': '4', '좌석이 편해요': '1', '아늑해요': '1', '재료가 신선해요': '1'}",35.8782032,128.6709056
카페니은,0.0,6,1,대구 동구 동촌역사로3길 20,10:00 - 20:00,0507-1373-5959,NO INFO,NO INFO,NO INFO,{},35.889708,128.6516836
상큼한남자들,0.0,20,10,대구 동구 동호로 165-1,11:00 - 22:30,010-9054-4222,NO INFO,NO INFO,NO INFO,"{'친절해요': '12', '매장이 청결해요': '4', '음료가 맛있어요': '3', '커피가 맛있어요': '2', '가성비가 좋아요': '2', '대화하기 좋아요': '2', '디저트가 맛있어요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}",35.8699237,128.7322297
모아나테이블,5.0,46,26,대구 동구 동호로 50-1 1층 MOANATABLE,NO INFO,0507-1351-8315,https://blog.naver.com/moanatable,"모아나테이블은 매장을 방문해 주시는 모든 손님 들에게 쉼이 되고 행복을 드릴 수 있는 가게를 생 각하며 시작하였습니다. 수제청과 수제잼,...",NO INFO,"{'디저트가 맛있어요': '27', '친절해요': '23', '특별한 메뉴가 있어요': '22', '매장이 청결해요': '20', '인테리어가 멋져요': '12', '음료가 맛있어요': '8', '커피가 맛있어요': '7', '가성비가 좋아요': '5', '대화하기 좋아요': '3', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}",35.8653122,128.7226465
찬미커피,0.0,21,2,대구 동구 동호로 60-1 1층 찬미커피,NO INFO,0507-1493-7734,NO INFO,커피는 신선한것만 사용(1주일 이내).가성비 좋은 음료를 팝니다.,NO INFO,{},35.8656874,128.7237544
팔공티 각산역점,4.51,625,6,대구 동구 동호로 79,09:00 - 22:00,053-964-3080,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",NO INFO,"{'음료가 맛있어요': '151', '가성비가 좋아요': '121', '친절해요': '111', '차가 맛있어요': '108', '매장이 청결해요': '56', '디저트가 맛있어요': '17', '특별한 메뉴가 있어요': '15', '대화하기 좋아요': '14', '좌석이 편해요': '7', '인테리어가 멋져요': '3', '사진이 잘 나와요': '3', '커피가 맛있어요': '1', '주차하기 편해요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}",35.8667418,128.7255594
마시그래이 동호점,4.58,354,0,대구 동구 동호로 89,NO INFO,053-965-5570,http://masigray.com,NO INFO,NO INFO,"{'커피가 맛있어요': '111', '음료가 맛있어요': '70', '가성비가 좋아요': '67', '친절해요': '24', '디저트가 맛있어요': '18', '특별한 메뉴가 있어요': '13', '인테리어가 멋져요': '7', '매장이 청결해요': '7', '대화하기 좋아요': '7', '뷰가 좋아요': '5', '좌석이 편해요': '4', '사진이 잘 나와요': '4', '집중하기 좋아요': '4', '주차하기 편해요': '3', '화장실이 깨끗해요': '2'}",35.8677337,128.7263886
yum dessert,4.62,93,20,대구 동구 동호로11길 22 1층,13:00 - 19:00,010-9388-9996,http://www.instagram.com/y.u.m.dessert,NO INFO,NO INFO,"{'친절해요': '20', '빵이 맛있어요': '17', '특별한 메뉴가 있어요': '14', '음료가 맛있어요': '4', '인테리어가 멋져요': '4', '가성비가 좋아요': '4', '매장이 청결해요': '3', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}",35.8686936,128.7319595
커피르플랑,0.0,83,18,대구 동구 동호로2길 37-22 1층,10:00 - 24:00,053-965-5251,NO INFO,커피의 품격을 높이는 곳 커피 르플랑 입니다. 품격있는 스페셜 원두로 저렴한 커피를 제공합니다.,NO INFO,"{'커피가 맛있어요': '41', '친절해요': '40', '매장이 청결해요': '35', '인테리어가 멋져요': '31', '음료가 맛있어요': '28', '좌석이 편해요': '22', '디저트가 맛있어요': '21', '대화하기 좋아요': '12', '사진이 잘 나와요': '11', '특별한 메뉴가 있어요': '10', '화장실이 깨끗해요': '9', '뷰가 좋아요': '9', '가성비가 좋아요': '4', '야외 공간이 멋져요': '1', '반려동물과 가기 좋아요': '1', '집중하기 좋아요': '1', '단체모임 하기 좋아요': '1'}",35.8658365,128.7246909
리터킹 율하각산점,0.0,18,1,대구 동구 동호로5길 5 1층 110호,08:30 - 11:30,0504-2015-5445,NO INFO,NO INFO,NO INFO,"{'음료가 맛있어요': '8', '가성비가 좋아요': '8', '커피가 맛있어요': '4', '친절해요': '3', '특별한 메뉴가 있어요': '3'}",35.867041,128.7253339
소담소담,4.79,42,11,대구 동구 동호로9길 19 1층 소담소담,NO INFO,0507-1359-7818,#원적외선찜질,"평생 다이어트 이제 끝낼때도 되었습니다.
무조건 굶는 다이어트 NO NO...
맘먹었다면 도와드릴게요~
책임감량... 1:1식단관리...
독소배출, 통증완화
원적외선 레이탐찜질, 편백나무찜질, 체온UP,면역력에 도움되고 기초대사량이 상승됩니다.",NO INFO,"{'친절해요': '16', '가격이 합리적이에요': '8', '매장이 청결해요': '5', '주차하기 편해요': '4', '예약이 편리해요': '3', '맞춤 케어를 잘해줘요': '2', '상담이 자세해요': '1', '분위기가 편안해요': '1', '비싼 만큼 가치있어요': '1', '시술이 꼼꼼해요': '1'}",35.8682136,128.7311611
카페디아몽,4.6,161,25,대구 동구 동호로9길 36 102호,08:00 - 22:00,053-962-1732,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '38', '친절해요': '28', '음료가 맛있어요': '24', '대화하기 좋아요': '17', '가성비가 좋아요': '16', '좌석이 편해요': '7', '특별한 메뉴가 있어요': '6', '집중하기 좋아요': '6', '매장이 청결해요': '5', '인테리어가 멋져요': '4', '디저트가 맛있어요': '3'}",35.8692032,128.731473
니꾸키 안심점,0.0,14,12,대구 동구 동호로9길 38 1층,정기휴무 (매주 목요일),0507-1469-2256,https://www.instagram.com/nyccookie_j,NO INFO,NO INFO,"{'디저트가 맛있어요': '9', '특별한 메뉴가 있어요': '8', '친절해요': '7', '매장이 청결해요': '5', '커피가 맛있어요': '3', '인테리어가 멋져요': '3', '사진이 잘 나와요': '3', '가성비가 좋아요': '2'}",35.8693147,128.7314563
수제디저트옥이랑,0.0,3,262,대구 동구 동호로9길 47,10:00 - 19:00,010-5530-6906,NO INFO,"- ""수제디저트옥이랑""은 맛과 정성을 듬뿍 담은 고급 수제 디저트의 명가입니다.
- ""수제디저트옥이랑""은 고급 수제 디저트에 있어 최선이 아닌 최고입니다.
- 수제 디저트 고객 추천 100%에 도전하는 ""수제디저트옥이랑""
- 특별한 날, 특별한 선물, 한 입의 감동 고급 수제 디저트 ""수제디저트옥이랑""",NO INFO,{},35.8698566,128.73095
투탐,0.0,76,2,대구 동구 동호로9길 75 103호,NO INFO,0507-1362-2506,NO INFO,"TOOTOM
TOOTOM SIGNITURE
<달지않은 땅콩크림 다방커피>
<기분좋은 청포도에이드 WITH ALCOHOL>",NO INFO,"{'커피가 맛있어요': '47', '친절해요': '43', '음료가 맛있어요': '30', '매장이 청결해요': '23'}",35.870409,128.732496
치타커피 안심점,4.26,95,0,대구 동구 동호로9길 9,"08:00 - 20:00
19:30 라스트오더",070-7743-2082,NO INFO,NO INFO,NO INFO,"{'커피가 맛있어요': '39', '음료가 맛있어요': '27', '가성비가 좋아요': '23', '친절해요': '13', '매장이 청결해요': '11', '대화하기 좋아요': '8', '좌석이 편해요': '6', '인테리어가 멋져요': '6', '화장실이 깨끗해요': '6', '디저트가 맛있어요': '5', '집중하기 좋아요': '5', '주차하기 편해요': '3', '특별한 메뉴가 있어요': '2', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}",35.8679944,128.7311976
라데팡스,4.29,22,0,대구 동구 동화사2길 6,NO INFO,053-981-8060,NO INFO,"라바짜 커피사용, 직접 만든 수제크림을 사용.",NO INFO,{},35.9894303,128.6974226
카페봄봄 지묘점,4.34,321,0,대구 동구 동화천로 390,09:00 - 22:00,053-983-9686,http://www.cafebombom.co.kr/,NO INFO,NO INFO,"{'커피가 맛있어요': '120', '가성비가 좋아요': '112', '친절해요': '97', '음료가 맛있어요': '82', '매장이 청결해요': '25', '디저트가 맛있어요': '19', '특별한 메뉴가 있어요': '11', '주차하기 편해요': '9', '대화하기 좋아요': '4', '좌석이 편해요': '3', '인테리어가 멋져요': '3', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2'}",35.9427527,128.6298482
하삼동커피 연경점,0.0,233,4,대구 동구 동화천로 403 104호,08:00 - 22:00,0507-1422-0052,NO INFO,"안녕하세요 22년 6월 30일 오픈한 하삼동커피 연경점입니다.

하삼동 커피는 고객의 얼굴에 흐뭇한 미소를 머금게하는 최상의 커피를 제공하고 고객의 입맛에 맞게 커피를 지속적으로 개발해 최고의 맛을 지켜나가겠습니다.

카페 뒷편에 주차가 가능합니다.",NO INFO,"{'커피가 맛있어요': '154', '친절해요': '110', '가성비가 좋아요': '81', '음료가 맛있어요': '72', '매장이 청결해요': '55', '디저트가 맛있어요': '32', '특별한 메뉴가 있어요': '18', '인테리어가 멋져요': '12', '사진이 잘 나와요': '6', '대화하기 좋아요': '6', '주차하기 편해요': '5', '좌석이 편해요': '4', '집중하기 좋아요': '3', '차분한 분위기에요': '1'}",35.941503,128.6312852
